14011200.00s | Vermelho | Pos: (-1.75e+11, 1.57e+11) | Vel: (-1.03e+04, -4.51e+03) | Acel: (-7.91e-04, 4.60e-03)
14011200.00s | Verde | Pos: (-3.22e+11, 3.18e+11) | Vel: (-2.79e+03, 2.80e+04) | Acel: (5.00e-03, -4.25e-03)
14011200.00s | Azul | Pos: (1.15e+10, 2.91e+11) | Vel: (-2.53e+02, 3.70e+04) | Acel: (-5.92e-03, -2.82e-03)
14018400.00s | Vermelho | Pos: (-1.75e+11, 1.57e+11) | Vel: (-1.03e+04, -4.48e+03) | Acel: (-7.90e-04, 4.60e-03)
14018400.00s | Verde | Pos: (-3.22e+11, 3.18e+11) | Vel: (-2.76e+03, 2.80e+04) | Acel: (4.99e-03, -4.25e-03)
14018400.00s | Azul | Pos: (1.15e+10, 2.91e+11) | Vel: (-2.96e+02, 3.69e+04) | Acel: (-5.91e-03, -2.82e-03)
14025600.00s | Vermelho | Pos: (-1.75e+11, 1.57e+11) | Vel: (-1.03e+04, -4.45e+03) | Acel: (-7.90e-04, 4.60e-03)
14025600.00s | Verde | Pos: (-3.22e+11, 3.18e+11) | Vel: (-2.72e+03, 2.80e+04) | Acel: (4.99e-03, -4.25e-03)
14025600.00s | Azul | Pos: (1.15e+10, 2.91e+11) | Vel: (-3.38e+02, 3.69e+04) | Acel: (-5.90e-03, -2.82e-03)
14032800.00s | Vermelho | Pos: (-1.75e+11, 1.57e+11) | Vel: (-1.03e+04, -4.42e+03) | Acel: (-7.89e-04, 4.59e-03)
14032800.00s | Verde | Pos: (-3.22e+11, 3.18e+11) | Vel: (-2.68e+03, 2.80e+04) | Acel: (4.98e-03, -4.25e-03)
14032800.00s | Azul | Pos: (1.14e+10, 2.92e+11) | Vel: (-3.81e+02, 3.69e+04) | Acel: (-5.89e-03, -2.82e-03)
14040000.00s | Vermelho | Pos: (-1.75e+11, 1.57e+11) | Vel: (-1.03e+04, -4.38e+03) | Acel: (-7.88e-04, 4.59e-03)
14040000.00s | Verde | Pos: (-3.22e+11, 3.18e+11) | Vel: (-2.65e+03, 2.79e+04) | Acel: (4.97e-03, -4.25e-03)
14040000.00s | Azul | Pos: (1.14e+10, 2.92e+11) | Vel: (-4.23e+02, 3.69e+04) | Acel: (-5.88e-03, -2.81e-03)
14047200.00s | Vermelho | Pos: (-1.75e+11, 1.57e+11) | Vel: (-1.03e+04, -4.35e+03) | Acel: (-7.87e-04, 4.59e-03)
14047200.00s | Verde | Pos: (-3.22e+11, 3.19e+11) | Vel: (-2.61e+03, 2.79e+04) | Acel: (4.96e-03, -4.24e-03)
14047200.00s | Azul | Pos: (1.14e+10, 2.92e+11) | Vel: (-4.65e+02, 3.69e+04) | Acel: (-5.87e-03, -2.81e-03)
14054400.00s | Vermelho | Pos: (-1.75e+11, 1.57e+11) | Vel: (-1.03e+04, -4.32e+03) | Acel: (-7.86e-04, 4.59e-03)
14054400.00s | Verde | Pos: (-3.22e+11, 3.19e+11) | Vel: (-2.58e+03, 2.79e+04) | Acel: (4.95e-03, -4.24e-03)
14054400.00s | Azul | Pos: (1.14e+10, 2.92e+11) | Vel: (-5.07e+02, 3.68e+04) | Acel: (-5.86e-03, -2.81e-03)
14061600.00s | Vermelho | Pos: (-1.75e+11, 1.57e+11) | Vel: (-1.03e+04, -4.28e+03) | Acel: (-7.85e-04, 4.58e-03)
14061600.00s | Verde | Pos: (-3.22e+11, 3.19e+11) | Vel: (-2.54e+03, 2.78e+04) | Acel: (4.94e-03, -4.24e-03)
14061600.00s | Azul | Pos: (1.14e+10, 2.93e+11) | Vel: (-5.49e+02, 3.68e+04) | Acel: (-5.85e-03, -2.81e-03)
14068800.00s | Vermelho | Pos: (-1.75e+11, 1.57e+11) | Vel: (-1.03e+04, -4.25e+03) | Acel: (-7.84e-04, 4.58e-03)
14068800.00s | Verde | Pos: (-3.22e+11, 3.19e+11) | Vel: (-2.51e+03, 2.78e+04) | Acel: (4.94e-03, -4.24e-03)
14068800.00s | Azul | Pos: (1.14e+10, 2.93e+11) | Vel: (-5.91e+02, 3.68e+04) | Acel: (-5.84e-03, -2.81e-03)
14076000.00s | Vermelho | Pos: (-1.75e+11, 1.57e+11) | Vel: (-1.03e+04, -4.22e+03) | Acel: (-7.83e-04, 4.58e-03)
14076000.00s | Verde | Pos: (-3.22e+11, 3.19e+11) | Vel: (-2.47e+03, 2.78e+04) | Acel: (4.93e-03, -4.24e-03)
14076000.00s | Azul | Pos: (1.14e+10, 2.93e+11) | Vel: (-6.33e+02, 3.68e+04) | Acel: (-5.82e-03, -2.80e-03)
14083200.00s | Vermelho | Pos: (-1.75e+11, 1.57e+11) | Vel: (-1.03e+04, -4.18e+03) | Acel: (-7.82e-04, 4.58e-03)
14083200.00s | Verde | Pos: (-3.22e+11, 3.20e+11) | Vel: (-2.43e+03, 2.77e+04) | Acel: (4.92e-03, -4.23e-03)
14083200.00s | Azul | Pos: (1.14e+10, 2.93e+11) | Vel: (-6.75e+02, 3.68e+04) | Acel: (-5.81e-03, -2.80e-03)
14090400.00s | Vermelho | Pos: (-1.76e+11, 1.57e+11) | Vel: (-1.03e+04, -4.15e+03) | Acel: (-7.81e-04, 4.57e-03)
14090400.00s | Verde | Pos: (-3.22e+11, 3.20e+11) | Vel: (-2.40e+03, 2.77e+04) | Acel: (4.91e-03, -4.23e-03)
14090400.00s | Azul | Pos: (1.14e+10, 2.94e+11) | Vel: (-7.17e+02, 3.67e+04) | Acel: (-5.80e-03, -2.80e-03)
14097600.00s | Vermelho | Pos: (-1.76e+11, 1.57e+11) | Vel: (-1.03e+04, -4.12e+03) | Acel: (-7.80e-04, 4.57e-03)
14097600.00s | Verde | Pos: (-3.22e+11, 3.20e+11) | Vel: (-2.36e+03, 2.77e+04) | Acel: (4.90e-03, -4.23e-03)
14097600.00s | Azul | Pos: (1.14e+10, 2.94e+11) | Vel: (-7.59e+02, 3.67e+04) | Acel: (-5.79e-03, -2.80e-03)
14104800.00s | Vermelho | Pos: (-1.76e+11, 1.57e+11) | Vel: (-1.04e+04, -4.09e+03) | Acel: (-7.79e-04, 4.57e-03)
14104800.00s | Verde | Pos: (-3.22e+11, 3.20e+11) | Vel: (-2.33e+03, 2.77e+04) | Acel: (4.89e-03, -4.23e-03)
14104800.00s | Azul | Pos: (1.14e+10, 2.94e+11) | Vel: (-8.00e+02, 3.67e+04) | Acel: (-5.78e-03, -2.80e-03)
14112000.00s | Vermelho | Pos: (-1.76e+11, 1.57e+11) | Vel: (-1.04e+04, -4.05e+03) | Acel: (-7.78e-04, 4.57e-03)
14112000.00s | Verde | Pos: (-3.22e+11, 3.20e+11) | Vel: (-2.29e+03, 2.76e+04) | Acel: (4.89e-03, -4.23e-03)
14112000.00s | Azul | Pos: (1.14e+10, 2.95e+11) | Vel: (-8.42e+02, 3.67e+04) | Acel: (-5.77e-03, -2.79e-03)
14119200.00s | Vermelho | Pos: (-1.76e+11, 1.57e+11) | Vel: (-1.04e+04, -4.02e+03) | Acel: (-7.78e-04, 4.56e-03)
14119200.00s | Verde | Pos: (-3.22e+11, 3.21e+11) | Vel: (-2.26e+03, 2.76e+04) | Acel: (4.88e-03, -4.22e-03)
14119200.00s | Azul | Pos: (1.14e+10, 2.95e+11) | Vel: (-8.83e+02, 3.67e+04) | Acel: (-5.76e-03, -2.79e-03)
14126400.00s | Vermelho | Pos: (-1.76e+11, 1.57e+11) | Vel: (-1.04e+04, -3.99e+03) | Acel: (-7.77e-04, 4.56e-03)
14126400.00s | Verde | Pos: (-3.22e+11, 3.21e+11) | Vel: (-2.22e+03, 2.76e+04) | Acel: (4.87e-03, -4.22e-03)
14126400.00s | Azul | Pos: (1.14e+10, 2.95e+11) | Vel: (-9.25e+02, 3.66e+04) | Acel: (-5.75e-03, -2.79e-03)
14133600.00s | Vermelho | Pos: (-1.76e+11, 1.57e+11) | Vel: (-1.04e+04, -3.95e+03) | Acel: (-7.76e-04, 4.56e-03)
14133600.00s | Verde | Pos: (-3.22e+11, 3.21e+11) | Vel: (-2.19e+03, 2.75e+04) | Acel: (4.86e-03, -4.22e-03)
14133600.00s | Azul | Pos: (1.14e+10, 2.95e+11) | Vel: (-9.66e+02, 3.66e+04) | Acel: (-5.74e-03, -2.79e-03)
14140800.00s | Vermelho | Pos: (-1.76e+11, 1.56e+11) | Vel: (-1.04e+04, -3.92e+03) | Acel: (-7.75e-04, 4.56e-03)
14140800.00s | Verde | Pos: (-3.22e+11, 3.21e+11) | Vel: (-2.15e+03, 2.75e+04) | Acel: (4.85e-03, -4.22e-03)
14140800.00s | Azul | Pos: (1.14e+10, 2.96e+11) | Vel: (-1.01e+03, 3.66e+04) | Acel: (-5.73e-03, -2.79e-03)
14148000.00s | Vermelho | Pos: (-1.76e+11, 1.56e+11) | Vel: (-1.04e+04, -3.89e+03) | Acel: (-7.74e-04, 4.55e-03)
14148000.00s | Verde | Pos: (-3.22e+11, 3.21e+11) | Vel: (-2.12e+03, 2.75e+04) | Acel: (4.85e-03, -4.22e-03)
14148000.00s | Azul | Pos: (1.14e+10, 2.96e+11) | Vel: (-1.05e+03, 3.66e+04) | Acel: (-5.72e-03, -2.78e-03)
14155200.00s | Vermelho | Pos: (-1.76e+11, 1.56e+11) | Vel: (-1.04e+04, -3.86e+03) | Acel: (-7.73e-04, 4.55e-03)
14155200.00s | Verde | Pos: (-3.22e+11, 3.22e+11) | Vel: (-2.08e+03, 2.74e+04) | Acel: (4.84e-03, -4.22e-03)
14155200.00s | Azul | Pos: (1.14e+10, 2.96e+11) | Vel: (-1.09e+03, 3.66e+04) | Acel: (-5.71e-03, -2.78e-03)
14162400.00s | Vermelho | Pos: (-1.76e+11, 1.56e+11) | Vel: (-1.04e+04, -3.82e+03) | Acel: (-7.72e-04, 4.55e-03)
14162400.00s | Verde | Pos: (-3.22e+11, 3.22e+11) | Vel: (-2.05e+03, 2.74e+04) | Acel: (4.83e-03, -4.21e-03)
14162400.00s | Azul | Pos: (1.13e+10, 2.96e+11) | Vel: (-1.13e+03, 3.65e+04) | Acel: (-5.70e-03, -2.78e-03)
14169600.00s | Vermelho | Pos: (-1.76e+11, 1.56e+11) | Vel: (-1.04e+04, -3.79e+03) | Acel: (-7.71e-04, 4.55e-03)
14169600.00s | Verde | Pos: (-3.22e+11, 3.22e+11) | Vel: (-2.01e+03, 2.74e+04) | Acel: (4.82e-03, -4.21e-03)
14169600.00s | Azul | Pos: (1.13e+10, 2.97e+11) | Vel: (-1.17e+03, 3.65e+04) | Acel: (-5.69e-03, -2.78e-03)
14176800.00s | Vermelho | Pos: (-1.76e+11, 1.56e+11) | Vel: (-1.04e+04, -3.76e+03) | Acel: (-7.70e-04, 4.54e-03)
14176800.00s | Verde | Pos: (-3.22e+11, 3.22e+11) | Vel: (-1.98e+03, 2.73e+04) | Acel: (4.81e-03, -4.21e-03)
14176800.00s | Azul | Pos: (1.13e+10, 2.97e+11) | Vel: (-1.21e+03, 3.65e+04) | Acel: (-5.68e-03, -2.78e-03)
14184000.00s | Vermelho | Pos: (-1.76e+11, 1.56e+11) | Vel: (-1.04e+04, -3.72e+03) | Acel: (-7.69e-04, 4.54e-03)
14184000.00s | Verde | Pos: (-3.22e+11, 3.22e+11) | Vel: (-1.94e+03, 2.73e+04) | Acel: (4.81e-03, -4.21e-03)
14184000.00s | Azul | Pos: (1.13e+10, 2.97e+11) | Vel: (-1.25e+03, 3.65e+04) | Acel: (-5.67e-03, -2.77e-03)
14191200.00s | Vermelho | Pos: (-1.77e+11, 1.56e+11) | Vel: (-1.04e+04, -3.69e+03) | Acel: (-7.68e-04, 4.54e-03)
14191200.00s | Verde | Pos: (-3.22e+11, 3.23e+11) | Vel: (-1.91e+03, 2.73e+04) | Acel: (4.80e-03, -4.21e-03)
14191200.00s | Azul | Pos: (1.13e+10, 2.97e+11) | Vel: (-1.29e+03, 3.65e+04) | Acel: (-5.66e-03, -2.77e-03)
14198400.00s | Vermelho | Pos: (-1.77e+11, 1.56e+11) | Vel: (-1.04e+04, -3.66e+03) | Acel: (-7.68e-04, 4.54e-03)
14198400.00s | Verde | Pos: (-3.22e+11, 3.23e+11) | Vel: (-1.88e+03, 2.73e+04) | Acel: (4.79e-03, -4.20e-03)
14198400.00s | Azul | Pos: (1.13e+10, 2.98e+11) | Vel: (-1.33e+03, 3.64e+04) | Acel: (-5.65e-03, -2.77e-03)
14205600.00s | Vermelho | Pos: (-1.77e+11, 1.56e+11) | Vel: (-1.04e+04, -3.63e+03) | Acel: (-7.67e-04, 4.54e-03)
14205600.00s | Verde | Pos: (-3.22e+11, 3.23e+11) | Vel: (-1.84e+03, 2.72e+04) | Acel: (4.78e-03, -4.20e-03)
14205600.00s | Azul | Pos: (1.13e+10, 2.98e+11) | Vel: (-1.38e+03, 3.64e+04) | Acel: (-5.64e-03, -2.77e-03)
14212800.00s | Vermelho | Pos: (-1.77e+11, 1.56e+11) | Vel: (-1.04e+04, -3.59e+03) | Acel: (-7.66e-04, 4.53e-03)
14212800.00s | Verde | Pos: (-3.22e+11, 3.23e+11) | Vel: (-1.81e+03, 2.72e+04) | Acel: (4.78e-03, -4.20e-03)
14212800.00s | Azul | Pos: (1.13e+10, 2.98e+11) | Vel: (-1.42e+03, 3.64e+04) | Acel: (-5.63e-03, -2.76e-03)
14220000.00s | Vermelho | Pos: (-1.77e+11, 1.56e+11) | Vel: (-1.04e+04, -3.56e+03) | Acel: (-7.65e-04, 4.53e-03)
14220000.00s | Verde | Pos: (-3.22e+11, 3.23e+11) | Vel: (-1.77e+03, 2.72e+04) | Acel: (4.77e-03, -4.20e-03)
14220000.00s | Azul | Pos: (1.13e+10, 2.98e+11) | Vel: (-1.46e+03, 3.64e+04) | Acel: (-5.62e-03, -2.76e-03)
14227200.00s | Vermelho | Pos: (-1.77e+11, 1.56e+11) | Vel: (-1.04e+04, -3.53e+03) | Acel: (-7.64e-04, 4.53e-03)
14227200.00s | Verde | Pos: (-3.22e+11, 3.24e+11) | Vel: (-1.74e+03, 2.71e+04) | Acel: (4.76e-03, -4.20e-03)
14227200.00s | Azul | Pos: (1.13e+10, 2.99e+11) | Vel: (-1.50e+03, 3.64e+04) | Acel: (-5.61e-03, -2.76e-03)
14234400.00s | Vermelho | Pos: (-1.77e+11, 1.56e+11) | Vel: (-1.05e+04, -3.50e+03) | Acel: (-7.63e-04, 4.53e-03)
14234400.00s | Verde | Pos: (-3.22e+11, 3.24e+11) | Vel: (-1.70e+03, 2.71e+04) | Acel: (4.75e-03, -4.20e-03)
14234400.00s | Azul | Pos: (1.13e+10, 2.99e+11) | Vel: (-1.54e+03, 3.63e+04) | Acel: (-5.60e-03, -2.76e-03)
14241600.00s | Vermelho | Pos: (-1.77e+11, 1.56e+11) | Vel: (-1.05e+04, -3.46e+03) | Acel: (-7.62e-04, 4.52e-03)
14241600.00s | Verde | Pos: (-3.22e+11, 3.24e+11) | Vel: (-1.67e+03, 2.71e+04) | Acel: (4.75e-03, -4.19e-03)
14241600.00s | Azul | Pos: (1.12e+10, 2.99e+11) | Vel: (-1.58e+03, 3.63e+04) | Acel: (-5.59e-03, -2.76e-03)
14248800.00s | Vermelho | Pos: (-1.77e+11, 1.56e+11) | Vel: (-1.05e+04, -3.43e+03) | Acel: (-7.61e-04, 4.52e-03)
14248800.00s | Verde | Pos: (-3.22e+11, 3.24e+11) | Vel: (-1.64e+03, 2.70e+04) | Acel: (4.74e-03, -4.19e-03)
14248800.00s | Azul | Pos: (1.12e+10, 3.00e+11) | Vel: (-1.62e+03, 3.63e+04) | Acel: (-5.58e-03, -2.75e-03)
14256000.00s | Vermelho | Pos: (-1.77e+11, 1.56e+11) | Vel: (-1.05e+04, -3.40e+03) | Acel: (-7.60e-04, 4.52e-03)
14256000.00s | Verde | Pos: (-3.22e+11, 3.24e+11) | Vel: (-1.60e+03, 2.70e+04) | Acel: (4.73e-03, -4.19e-03)
14256000.00s | Azul | Pos: (1.12e+10, 3.00e+11) | Vel: (-1.66e+03, 3.63e+04) | Acel: (-5.57e-03, -2.75e-03)
14263200.00s | Vermelho | Pos: (-1.77e+11, 1.56e+11) | Vel: (-1.05e+04, -3.37e+03) | Acel: (-7.59e-04, 4.52e-03)
14263200.00s | Verde | Pos: (-3.22e+11, 3.25e+11) | Vel: (-1.57e+03, 2.70e+04) | Acel: (4.72e-03, -4.19e-03)
14263200.00s | Azul | Pos: (1.12e+10, 3.00e+11) | Vel: (-1.70e+03, 3.63e+04) | Acel: (-5.57e-03, -2.75e-03)
14270400.00s | Vermelho | Pos: (-1.77e+11, 1.56e+11) | Vel: (-1.05e+04, -3.33e+03) | Acel: (-7.59e-04, 4.51e-03)
14270400.00s | Verde | Pos: (-3.22e+11, 3.25e+11) | Vel: (-1.53e+03, 2.70e+04) | Acel: (4.72e-03, -4.19e-03)
14270400.00s | Azul | Pos: (1.12e+10, 3.00e+11) | Vel: (-1.74e+03, 3.62e+04) | Acel: (-5.56e-03, -2.75e-03)
14277600.00s | Vermelho | Pos: (-1.77e+11, 1.56e+11) | Vel: (-1.05e+04, -3.30e+03) | Acel: (-7.58e-04, 4.51e-03)
14277600.00s | Verde | Pos: (-3.22e+11, 3.25e+11) | Vel: (-1.50e+03, 2.69e+04) | Acel: (4.71e-03, -4.18e-03)
14277600.00s | Azul | Pos: (1.12e+10, 3.01e+11) | Vel: (-1.78e+03, 3.62e+04) | Acel: (-5.55e-03, -2.75e-03)
14284800.00s | Vermelho | Pos: (-1.78e+11, 1.56e+11) | Vel: (-1.05e+04, -3.27e+03) | Acel: (-7.57e-04, 4.51e-03)
14284800.00s | Verde | Pos: (-3.22e+11, 3.25e+11) | Vel: (-1.47e+03, 2.69e+04) | Acel: (4.70e-03, -4.18e-03)
14284800.00s | Azul | Pos: (1.12e+10, 3.01e+11) | Vel: (-1.82e+03, 3.62e+04) | Acel: (-5.54e-03, -2.74e-03)
14292000.00s | Vermelho | Pos: (-1.78e+11, 1.56e+11) | Vel: (-1.05e+04, -3.24e+03) | Acel: (-7.56e-04, 4.51e-03)
14292000.00s | Verde | Pos: (-3.22e+11, 3.25e+11) | Vel: (-1.43e+03, 2.69e+04) | Acel: (4.69e-03, -4.18e-03)
14292000.00s | Azul | Pos: (1.12e+10, 3.01e+11) | Vel: (-1.86e+03, 3.62e+04) | Acel: (-5.53e-03, -2.74e-03)
14299200.00s | Vermelho | Pos: (-1.78e+11, 1.56e+11) | Vel: (-1.05e+04, -3.20e+03) | Acel: (-7.55e-04, 4.50e-03)
14299200.00s | Verde | Pos: (-3.22e+11, 3.26e+11) | Vel: (-1.40e+03, 2.68e+04) | Acel: (4.69e-03, -4.18e-03)
14299200.00s | Azul | Pos: (1.11e+10, 3.01e+11) | Vel: (-1.90e+03, 3.62e+04) | Acel: (-5.52e-03, -2.74e-03)
14306400.00s | Vermelho | Pos: (-1.78e+11, 1.56e+11) | Vel: (-1.05e+04, -3.17e+03) | Acel: (-7.54e-04, 4.50e-03)
14306400.00s | Verde | Pos: (-3.22e+11, 3.26e+11) | Vel: (-1.36e+03, 2.68e+04) | Acel: (4.68e-03, -4.18e-03)
14306400.00s | Azul | Pos: (1.11e+10, 3.02e+11) | Vel: (-1.94e+03, 3.61e+04) | Acel: (-5.51e-03, -2.74e-03)
14313600.00s | Vermelho | Pos: (-1.78e+11, 1.56e+11) | Vel: (-1.05e+04, -3.14e+03) | Acel: (-7.53e-04, 4.50e-03)
14313600.00s | Verde | Pos: (-3.22e+11, 3.26e+11) | Vel: (-1.33e+03, 2.68e+04) | Acel: (4.67e-03, -4.18e-03)
14313600.00s | Azul | Pos: (1.11e+10, 3.02e+11) | Vel: (-1.98e+03, 3.61e+04) | Acel: (-5.50e-03, -2.74e-03)
14320800.00s | Vermelho | Pos: (-1.78e+11, 1.56e+11) | Vel: (-1.05e+04, -3.11e+03) | Acel: (-7.52e-04, 4.50e-03)
14320800.00s | Verde | Pos: (-3.22e+11, 3.26e+11) | Vel: (-1.30e+03, 2.67e+04) | Acel: (4.66e-03, -4.17e-03)
14320800.00s | Azul | Pos: (1.11e+10, 3.02e+11) | Vel: (-2.02e+03, 3.61e+04) | Acel: (-5.49e-03, -2.73e-03)
14328000.00s | Vermelho | Pos: (-1.78e+11, 1.56e+11) | Vel: (-1.05e+04, -3.07e+03) | Acel: (-7.51e-04, 4.50e-03)
14328000.00s | Verde | Pos: (-3.22e+11, 3.26e+11) | Vel: (-1.26e+03, 2.67e+04) | Acel: (4.66e-03, -4.17e-03)
14328000.00s | Azul | Pos: (1.11e+10, 3.02e+11) | Vel: (-2.06e+03, 3.61e+04) | Acel: (-5.48e-03, -2.73e-03)
14335200.00s | Vermelho | Pos: (-1.78e+11, 1.56e+11) | Vel: (-1.05e+04, -3.04e+03) | Acel: (-7.51e-04, 4.49e-03)
14335200.00s | Verde | Pos: (-3.22e+11, 3.26e+11) | Vel: (-1.23e+03, 2.67e+04) | Acel: (4.65e-03, -4.17e-03)
14335200.00s | Azul | Pos: (1.11e+10, 3.03e+11) | Vel: (-2.10e+03, 3.61e+04) | Acel: (-5.47e-03, -2.73e-03)
14342400.00s | Vermelho | Pos: (-1.78e+11, 1.56e+11) | Vel: (-1.05e+04, -3.01e+03) | Acel: (-7.50e-04, 4.49e-03)
14342400.00s | Verde | Pos: (-3.22e+11, 3.27e+11) | Vel: (-1.20e+03, 2.67e+04) | Acel: (4.64e-03, -4.17e-03)
14342400.00s | Azul | Pos: (1.11e+10, 3.03e+11) | Vel: (-2.13e+03, 3.60e+04) | Acel: (-5.47e-03, -2.73e-03)
14349600.00s | Vermelho | Pos: (-1.78e+11, 1.56e+11) | Vel: (-1.05e+04, -2.98e+03) | Acel: (-7.49e-04, 4.49e-03)
14349600.00s | Verde | Pos: (-3.22e+11, 3.27e+11) | Vel: (-1.16e+03, 2.66e+04) | Acel: (4.64e-03, -4.17e-03)
14349600.00s | Azul | Pos: (1.10e+10, 3.03e+11) | Vel: (-2.17e+03, 3.60e+04) | Acel: (-5.46e-03, -2.73e-03)
14356800.00s | Vermelho | Pos: (-1.78e+11, 1.56e+11) | Vel: (-1.05e+04, -2.95e+03) | Acel: (-7.48e-04, 4.49e-03)
14356800.00s | Verde | Pos: (-3.22e+11, 3.27e+11) | Vel: (-1.13e+03, 2.66e+04) | Acel: (4.63e-03, -4.17e-03)
14356800.00s | Azul | Pos: (1.10e+10, 3.03e+11) | Vel: (-2.21e+03, 3.60e+04) | Acel: (-5.45e-03, -2.72e-03)
14364000.00s | Vermelho | Pos: (-1.78e+11, 1.56e+11) | Vel: (-1.06e+04, -2.91e+03) | Acel: (-7.47e-04, 4.48e-03)
14364000.00s | Verde | Pos: (-3.22e+11, 3.27e+11) | Vel: (-1.10e+03, 2.66e+04) | Acel: (4.62e-03, -4.16e-03)
14364000.00s | Azul | Pos: (1.10e+10, 3.04e+11) | Vel: (-2.25e+03, 3.60e+04) | Acel: (-5.44e-03, -2.72e-03)
14371200.00s | Vermelho | Pos: (-1.78e+11, 1.56e+11) | Vel: (-1.06e+04, -2.88e+03) | Acel: (-7.46e-04, 4.48e-03)
14371200.00s | Verde | Pos: (-3.22e+11, 3.27e+11) | Vel: (-1.06e+03, 2.65e+04) | Acel: (4.62e-03, -4.16e-03)
14371200.00s | Azul | Pos: (1.10e+10, 3.04e+11) | Vel: (-2.29e+03, 3.60e+04) | Acel: (-5.43e-03, -2.72e-03)
14378400.00s | Vermelho | Pos: (-1.79e+11, 1.56e+11) | Vel: (-1.06e+04, -2.85e+03) | Acel: (-7.45e-04, 4.48e-03)
14378400.00s | Verde | Pos: (-3.22e+11, 3.28e+11) | Vel: (-1.03e+03, 2.65e+04) | Acel: (4.61e-03, -4.16e-03)
14378400.00s | Azul | Pos: (1.10e+10, 3.04e+11) | Vel: (-2.33e+03, 3.59e+04) | Acel: (-5.42e-03, -2.72e-03)
14385600.00s | Vermelho | Pos: (-1.79e+11, 1.56e+11) | Vel: (-1.06e+04, -2.82e+03) | Acel: (-7.44e-04, 4.48e-03)
14385600.00s | Verde | Pos: (-3.22e+11, 3.28e+11) | Vel: (-9.97e+02, 2.65e+04) | Acel: (4.60e-03, -4.16e-03)
14385600.00s | Azul | Pos: (1.10e+10, 3.04e+11) | Vel: (-2.37e+03, 3.59e+04) | Acel: (-5.41e-03, -2.72e-03)
14392800.00s | Vermelho | Pos: (-1.79e+11, 1.56e+11) | Vel: (-1.06e+04, -2.78e+03) | Acel: (-7.43e-04, 4.47e-03)
14392800.00s | Verde | Pos: (-3.22e+11, 3.28e+11) | Vel: (-9.64e+02, 2.64e+04) | Acel: (4.59e-03, -4.16e-03)
14392800.00s | Azul | Pos: (1.09e+10, 3.05e+11) | Vel: (-2.41e+03, 3.59e+04) | Acel: (-5.40e-03, -2.71e-03)
14400000.00s | Vermelho | Pos: (-1.79e+11, 1.56e+11) | Vel: (-1.06e+04, -2.75e+03) | Acel: (-7.43e-04, 4.47e-03)
14400000.00s | Verde | Pos: (-3.22e+11, 3.28e+11) | Vel: (-9.31e+02, 2.64e+04) | Acel: (4.59e-03, -4.16e-03)
14400000.00s | Azul | Pos: (1.09e+10, 3.05e+11) | Vel: (-2.45e+03, 3.59e+04) | Acel: (-5.40e-03, -2.71e-03)
14407200.00s | Vermelho | Pos: (-1.79e+11, 1.56e+11) | Vel: (-1.06e+04, -2.72e+03) | Acel: (-7.42e-04, 4.47e-03)
14407200.00s | Verde | Pos: (-3.22e+11, 3.28e+11) | Vel: (-8.98e+02, 2.64e+04) | Acel: (4.58e-03, -4.15e-03)
14407200.00s | Azul | Pos: (1.09e+10, 3.05e+11) | Vel: (-2.49e+03, 3.59e+04) | Acel: (-5.39e-03, -2.71e-03)
14414400.00s | Vermelho | Pos: (-1.79e+11, 1.56e+11) | Vel: (-1.06e+04, -2.69e+03) | Acel: (-7.41e-04, 4.47e-03)
14414400.00s | Verde | Pos: (-3.22e+11, 3.29e+11) | Vel: (-8.65e+02, 2.64e+04) | Acel: (4.57e-03, -4.15e-03)
14414400.00s | Azul | Pos: (1.09e+10, 3.05e+11) | Vel: (-2.52e+03, 3.58e+04) | Acel: (-5.38e-03, -2.71e-03)
14421600.00s | Vermelho | Pos: (-1.79e+11, 1.56e+11) | Vel: (-1.06e+04, -2.66e+03) | Acel: (-7.40e-04, 4.47e-03)
14421600.00s | Verde | Pos: (-3.22e+11, 3.29e+11) | Vel: (-8.32e+02, 2.63e+04) | Acel: (4.57e-03, -4.15e-03)
14421600.00s | Azul | Pos: (1.09e+10, 3.06e+11) | Vel: (-2.56e+03, 3.58e+04) | Acel: (-5.37e-03, -2.70e-03)
14428800.00s | Vermelho | Pos: (-1.79e+11, 1.56e+11) | Vel: (-1.06e+04, -2.62e+03) | Acel: (-7.39e-04, 4.46e-03)
14428800.00s | Verde | Pos: (-3.22e+11, 3.29e+11) | Vel: (-8.00e+02, 2.63e+04) | Acel: (4.56e-03, -4.15e-03)
14428800.00s | Azul | Pos: (1.08e+10, 3.06e+11) | Vel: (-2.60e+03, 3.58e+04) | Acel: (-5.36e-03, -2.70e-03)
14436000.00s | Vermelho | Pos: (-1.79e+11, 1.56e+11) | Vel: (-1.06e+04, -2.59e+03) | Acel: (-7.38e-04, 4.46e-03)
14436000.00s | Verde | Pos: (-3.22e+11, 3.29e+11) | Vel: (-7.67e+02, 2.63e+04) | Acel: (4.55e-03, -4.15e-03)
14436000.00s | Azul | Pos: (1.08e+10, 3.06e+11) | Vel: (-2.64e+03, 3.58e+04) | Acel: (-5.35e-03, -2.70e-03)
14443200.00s | Vermelho | Pos: (-1.79e+11, 1.56e+11) | Vel: (-1.06e+04, -2.56e+03) | Acel: (-7.37e-04, 4.46e-03)
